,literal,grade,stroke_counts,freq,jlpt,ja_ons,ja_kuns,meanings,example,example_translation
1734,枢,8.0,8,1791,1.0,"['スウ', 'シュ']","['とぼそ', 'からくり']","['hinge', 'pivot', 'door', 'center of things']",東京は今や世界経済の中枢だ。,Tokyo is now a center of the world economy.
1735,碑,8.0,14,1792,1.0,['ヒ'],['いしぶみ'],"['tombstone', 'monument']",その高潔な愛国者に敬意を表して、巨大な記念碑が建てられた。,An immense monument was erected in honor of the noble patriot.
1736,鍛,8.0,17,1793,1.0,['タン'],['きた.える'],"['forge', 'discipline', 'train']",まず第１に、あなたは体を鍛えなければならない。,"To begin with, you must build up your body."
1737,刀,2.0,2,1794,1.0,['トウ'],"['かたな', 'そり']","['sword', 'saber', 'knife']",彼はその家族を刀で斬って殺した。,"He killed the family, cutting them with a sword."
1738,鼓,8.0,13,1795,1.0,['コ'],['つづみ'],"['drum', 'beat', 'rouse', 'muster']",兵士たちはその歌に士気を鼓舞された。,The soldiers were animated by the song.
1739,裸,8.0,13,1796,1.0,['ラ'],['はだか'],"['naked', 'nude', 'uncovered', 'partially clothed']",裸の男の子達が川で泳いでいた。,Naked boys were swimming in the river.
1740,符,8.0,11,1798,2.0,['フ'],[],"['token', 'sign', 'mark', 'tally', 'charm']",文を書くときには、ふつう大文字で始め、ピリオド（.）、または感嘆符（!）、疑問符（?）、で終わる。,"When writing a sentence, generally you start with a capital letter and finish with a period (.), an exclamation mark (!), or a question mark (?)."
1741,猶,8.0,12,1799,1.0,"['ユウ', 'ユ']",['なお'],"['furthermore', 'still', 'yet']",一刻の猶予もならない。,There is no time to be lost.
1742,塊,8.0,13,1800,1.0,"['カイ', 'ケ']","['かたまり', 'つちくれ']","['clod', 'lump', 'chunk', 'clot', 'mass']",巨大な肉の塊が当たった。,I was hit by a huge chunk of meat.
1743,旋,8.0,11,1801,1.0,['セン'],"['め.ぐる', 'いばり']","['rotation', 'go around']",タカは空を旋回した。,The hawk circled round in the sky.
1744,弓,2.0,3,1802,1.0,['キュウ'],['ゆみ'],"['bow', 'bow (archery', 'violin)']",これは強い人が使う弓です。,This is a bow for a strong person.
1745,幣,8.0,15,1803,1.0,['ヘイ'],['ぬさ'],"['cash', 'bad habit', 'humble prefix', 'gift', 'Shinto offerings of cloth', 'rope', 'cut paper']",人々はもっと実用的な交換制度を求め、その結果、様々な貨幣制度が発展した。,"People needed a more practical system of exchange, so various money systems developed."
1746,膜,8.0,14,1804,1.0,['マク'],[],['membrane'],局所麻酔下で行う内頚動脈内膜剥離術と全身麻酔下での比較。,A comparison of carotid endarterectomy performed under local anaesthetic vs general anaesthetic.
1747,扇,8.0,10,1805,1.0,['セン'],['おうぎ'],"['fan', 'folding fan']",名古屋城天守閣の石垣積みは、上部で外側にそりだした「扇勾配」の技法が取り入れられている。,"The stone wall supporting the donjon was constructed by the technique called ""ogi kobai"" or ""fan sloping"" by which the upper part of the wall is curved outward like a fan."
1748,腸,6.0,13,1807,1.0,['チョウ'],"['はらわた', 'わた']","['intestines', 'guts', 'bowels', 'viscera']",腸の具合が悪い。,I have trouble with my bowels.
1749,憎,8.0,14,1808,2.0,['ゾウ'],"['にく.む', 'にく.い', 'にく.らしい', 'にく.しみ']","['hate', 'detest']",私は暴力を憎むことでは人後に落ちない。,I yield to no one in abhorrence of violence.
1750,槽,8.0,15,1809,1.0,['ソウ'],['ふね'],"['vat', 'tub', 'tank']",赤ん坊が浴槽の中でぼちゃぼちゃやっていた。,The baby was splashing in the bathtub.
1751,慈,8.0,13,1811,1.0,['ジ'],['いつく.しむ'],['mercy'],彼は持っていた金を全部慈善施設に寄付した。,He gave away all his money to charity.
1752,皿,3.0,5,1812,2.0,['ベイ'],['さら'],"['dish', 'a helping', 'plate']",私はちょうど皿を全部洗い終えたところだ。,I have just washed all the dishes.
1753,肯,8.0,8,1813,2.0,['コウ'],['がえんじ.る'],"['agreement', 'consent', 'comply with']",彼は私の質問に肯定的な答えをしてくれた。,He gave a positive answer to my question.
1754,楊,9.0,13,1815,1.0,['ヨウ'],['やなぎ'],['willow'],武士は食わねど高楊枝。,"A samurai, even when he has not eaten, uses a toothpick like a lord."
1755,伐,8.0,6,1816,1.0,"['バツ', 'ハツ', 'カ', 'ボチ']","['き.る', 'そむ.く', 'う.つ']","['fell', 'strike', 'attack', 'punish']",そこで防砂林の伐採前後における大気浮遊の元素組成の変動を分析した。,We analyzed the variation in elemental composition of the atmospheric dust collected before and after felling the trees.
1756,駿,9.0,17,1817,1.0,"['シュン', 'スン']",['すぐ.れる'],"['a good horse', 'speed', 'a fast person']",駿河湾から見た富士山は美しい。,Mt. Fuji as seen from Suruga Bay is beautiful.
1757,漬,8.0,14,1818,1.0,['シ'],"['つ.ける', 'つ.かる', '-づ.け', '-づけ']","['pickling', 'soak', 'moisten', 'steep']",黒酢入りはちみつ漬梅エキス,ume extract steeped in honey with black vinegar added
1758,燥,8.0,17,1819,2.0,['ソウ'],['はしゃ.ぐ'],"['parch', 'dry up']",当地は夏はひどく湿気が多いが、逆に冬は乾燥する。,"It gets very humid here in the summer. In the winter, on the other hand, it gets very dry."
1759,糾,8.0,9,1820,1.0,['キュウ'],['ただ.す'],"['twist', 'ask', 'investigate', 'verify']",毛糸から紐を糾う。,I twist woolen yarn into a string.
1760,墳,8.0,15,1822,1.0,['フン'],[],"['tomb', 'mound']",高松塚古墳は、奈良県明日香村に存在する古墳。,"The Takamatuzuka burial mound is located in Nara prefecture, Asukamura."
1761,坪,8.0,8,1823,1.0,['ヘイ'],['つぼ'],"['two-mat area', 'approx. thirty-six sq ft']",「2.2坪の魔法」,The Magic of 2.2 Tsubo
1762,畜,8.0,10,1824,2.0,['チク'],[],"['livestock', 'domestic fowl and animals']",彼らの家畜は全部太いです。,Their cattle are all fat.
1763,紺,8.0,11,1825,1.0,['コン'],[],"['dark blue', 'navy']",医者は紺のスーツの上に白衣を着ていた。,The doctor was in a white gown over a blue suit.
1764,慌,8.0,12,1826,1.0,['コウ'],"['あわ.てる', 'あわ.ただしい']","['disconcerted', 'be confused', '""lose ones head""']",慌て者なので彼はきっと早とちりをするだろう。,"Being a hasty person, he is likely to jump to conclusions."
1765,娯,8.0,10,1827,1.0,['ゴ'],[],"['recreation', 'pleasure']",娯楽という点ではほとんど何もありませんでした。,There was very little in the way of entertainment.
1766,吾,9.0,7,1828,1.0,['ゴ'],"['われ', 'わが-', 'あ-']","['I', 'my', 'our', '""ones own""']",吾郎は英語が得意だ。,Goro is good at English.
1767,舌,6.0,6,1830,1.0,['ゼツ'],['した'],"['tongue', 'reed', 'clapper']",彼は熱いお茶で舌をやけどした。,He scalded his tongue with the hot tea.
1768,羅,8.0,19,1831,1.0,['ラ'],['うすもの'],"['gauze', 'thin silk', 'Rome', 'arrange', 'spread out']",微生物学の基本から最新の情報までを網羅する。,It covers everything from the fundamentals of microbiology to the latest news.
1769,坊,8.0,7,1832,2.0,"['ボウ', 'ボッ']",[],"['boy', '""priests residence""', 'priest']",「しまった！傘を電車に忘れた」「あわてん坊ね」,"""Oh no! I left my umbrella on the train."" ""You are a scatterbrain!"""
1770,峡,8.0,9,1833,1.0,"['キョウ', 'コウ']",['はざま'],"['gorge', 'ravine']",アメリカ先住民の祖先は、ベーリング海峡を経由してアジアから大陸へ渡った。,The ancestors of Native Americans went to the continent from Asia by way of the Bering Strait.
1771,俸,8.0,10,1834,1.0,['ホウ'],[],"['stipend', 'salary']",私は年俸制で働いているので残業代とかは無いのです。,"I am on an annual salary, so I don't get paid for overtime."
1772,厘,8.0,9,1835,1.0,['リン'],[],"['rin', '1/10 sen', '1/10 bu']",彼の打率は３割４分３厘で、ホームランは５４本であった。,He batted .343 with 54 home runs.
1773,峰,8.0,10,1836,1.0,['ホウ'],"['みね', 'ね']","['summit', 'peak']",その峰は雲の上にそびえている。,The peak rises above the clouds.
1774,圭,9.0,6,1837,1.0,"['ケイ', 'ケ']",[],"['square jewel', 'corner', 'angle', 'edge']",圭はその問いにギクリとさせられたが、頭を何でもないといいたそうに横に振る。,"Kei is startled by that question, but shakes her head as it to say that it's nothing."
1775,醸,8.0,20,1838,1.0,['ジョウ'],['かも.す'],"['brew', 'cause']",ビールは麦芽から醸造される。,Beer is brewed from malt.
1776,蓮,9.0,13,1839,1.0,['レン'],"['はす', 'はちす']",['lotus'],蓮の花はなんとも言えない芳香をはなっていた。,The lotus blossoms diffused an inexpressibly pleasant scent.
1777,弔,8.0,4,1840,1.0,['チョウ'],"['とむら.う', 'とぶら.う']","['condolences', 'mourning', 'funeral']",この後には他の皇子とともにしばしば弔問に遣わされた。,After that he was frequently dispatched with other princes to make condolence calls.
1778,乙,8.0,1,1841,1.0,"['オツ', 'イツ']","['おと-', 'きのと']","['the latter', 'duplicate', 'strange', 'witty', 'fishhook radical (no. 5)']",「乙さんも甲さんもみんなかえって来てくれるとにぎやかになっていいのにね。」と申しました。,"""But if only some of the other cranes were to come home too, things would be much livelier,"" she said."
1779,汁,8.0,5,1843,1.0,['ジュウ'],"['しる', '-しる', 'つゆ']","['soup', 'juice', 'broth', 'sap', 'gravy', 'pus']",汁が少なくなるまでにてください。,Boil until the broth reduces.
1780,尼,8.0,5,1844,1.0,['ニ'],['あま'],['nun'],尼は終生独身の誓いを立てる。,Nuns take a vow of celibacy.
1781,遍,8.0,12,1845,1.0,['ヘン'],['あまね.く'],"['everywhere', 'times', 'widely', 'generally']",法に従うというのは普遍妥当なことだ。,It’s always right to obey the law.
1782,衡,8.0,16,1847,1.0,['コウ'],[],"['equilibrium', 'measuring rod', 'scale']",彼は平衡を失ってはしごから落ちた。,He lost his balance and fell off the ladder.
1783,薫,8.0,16,1849,1.0,['クン'],['かお.る'],"['send forth fragrance', 'fragrant', 'be scented', 'smoke (tobacco)']",薫さんはアメリカに行っています。,Kaoru has gone to America.
1784,猟,8.0,11,1851,1.0,['リョウ'],"['かり', 'か.る']","['game-hunting', 'shooting', 'game', 'bag']",その地区猟鳥が多い。,Game birds abound in the area.
1785,羊,3.0,6,1852,1.0,['ヨウ'],['ひつじ'],['sheep'],幼虫は羊に寄生する。,Larvae are parasitic on sheep.
1786,款,8.0,12,1854,1.0,['カン'],[],"['goodwill', 'article', 'section', 'friendship', 'collusion']",定款が完成したら公証役場に行って、作成した定款の認証を受ける必要があります。,When the articles of incorporation are complete it is essential to go to the notary public's office to undertake certification of the articles drawn up.
1787,閲,8.0,15,1855,1.0,['エツ'],['けみ.する'],"['review', 'inspection', 'revision']",無料会員は閲覧できる記事に制限があります。,Non-fee paying members can only browse a limited number of articles.
1788,偵,8.0,11,1857,1.0,['テイ'],[],['spy'],彼女は彼を探偵だと言った。,She described him as a detective.
1789,喝,8.0,11,1858,1.0,['カツ'],[],"['hoarse', 'scold']",宇宙飛行士たちは、彼らの熱狂的な歓呼と喝采で迎えられた。,The astronauts were greeted by their enthusiastic cheers and applause.
1790,敢,8.0,12,1859,1.0,['カン'],"['あ.えて', 'あ.えない', 'あ.えず']","['daring', 'brave', 'bold', 'sad', 'tragic', 'pitiful']",古今を通して彼は又とない勇敢な男だ。,He is as brave a man as ever breathed.
1791,胎,8.0,9,1861,1.0,['タイ'],[],"['womb', 'uterus']",もう一度、母の胎に入って生れる事が出来ましょうか。,Surely he can not enter a second time into his mother's womb to be born!
1792,酵,8.0,14,1862,1.0,['コウ'],[],['fermentation'],酵素活性は、微生物の活性を表す酵素活性である。,The enzymatic activity shows microbial activity.
1793,憤,8.0,15,1863,1.0,['フン'],['いきどお.る'],"['aroused', 'resent', 'be indignant', 'anger']",私は彼の私に対するやり方に憤慨している。,I am indignant about the way he treated me.
1794,豚,8.0,11,1864,1.0,['トン'],['ぶた'],"['pork', 'pig']",豚に真珠とはまさにこのことだ。,This is like casting pearls before swine.
1795,遮,8.0,14,1865,1.0,['シャ'],['さえぎ.る'],"['intercept', 'interrupt', 'obstruct']",放射線を遮蔽するために鉛の壁が使われる。,"To block radiation, they use a wall made of lead."
1796,扉,8.0,12,1866,1.0,['ヒ'],['とびら'],"['front door', 'title page', 'front page']",その扉は今開いている。,The door is open now.
1797,硫,8.0,12,1867,1.0,['リュウ'],[],['sulphur'],硫黄は青い炎を上げて燃える。,Sulfur burns with a blue flame.
1798,赦,8.0,11,1868,1.0,['シャ'],[],"['pardon', 'forgiveness']",大統領は大赦を行った。,The president granted a general pardon.
1799,挟,8.0,9,1870,2.0,"['キョウ', 'ショウ']","['はさ.む', 'はさ.まる', 'わきばさ.む', 'さしはさ.む']","['pinch', 'between']",これ以上ここでもたついてると、後ろの第二関門からも増援が来て、挟撃されるかも知れねーんだぜ。,If we hang around here any longer there could be reinforcements coming from the second gate to take us in a pincer movement!
1800,窃,8.0,9,1871,1.0,['セツ'],"['ぬす.む', 'ひそ.か']","['stealth', 'steal', 'secret', 'private', 'hushed']",その男は窃盗犯に問われた。,The man was charged with theft.
1801,泡,8.0,8,1872,1.0,['ホウ'],['あわ'],"['bubbles', 'foam', 'suds', 'froth']",くだける波が泡を作った。,The breaking waves formed foam.
1802,又,8.0,2,1874,1.0,['ユウ'],"['また', 'また-', 'また.の-']","['or again', 'furthermore', 'on the other hand']",必ず又の機会が来る。,There is always a next time.
